Patient,Session,File,Motion Mean,Motion Std,Motion Max,Motion Min,Motion P10,Motion P50,Motion P90,Jacobian Mean,Jacobian Std,Jacobian Min,Jacobian % Negative,Harmonic Energy,QA_JAC0,QA_JAC2,QA_HE,QA_Passed
pt002,MR1,002_to_001_warp.nii.gz,1.0450712481306212,1.4049169812559605,6.238357892777244,0.0018479195666521386,0.106680902859727,0.3953363812479591,3.1741781363222716,1.0425130773395872,0.6727954460067338,-0.9599882559636461,1.77001953125e-05,0.5596049286990114,False,True,True,False
pt002,MR1,003_to_002_warp.nii.gz,0.9833817585797013,1.42539698893567,7.695987201910602,0.0012790075331435308,0.08655652711331666,0.30415637112493865,3.1581089645847644,1.0428617852031017,0.6616488967711633,-0.2864875314186085,2.01416015625e-05,0.5304038194809135,False,True,True,False
pt002,MR1,004_to_003_warp.nii.gz,1.1350162312449195,1.418362536723032,7.526911447314083,0.001110836464214992,0.10046842293726173,0.45231899222817423,3.220630451498238,1.0424293711960997,0.6839736129380263,-0.6298691048541286,3.662109375e-05,0.5716916082716014,False,True,True,False
pt002,MR1,005_to_004_warp.nii.gz,1.026986628108127,1.427677836923206,8.81949742596289,0.0015684785814229845,0.09168702919182624,0.345819174325912,3.196021998928377,1.0419615654617043,0.6731784369381263,-1.304070583252358,9.521484375e-05,0.5688629092984576,False,True,True,False
pt002,MR1,006_to_005_warp.nii.gz,1.0868149222104644,1.4189489707149856,8.388195264459261,0.0007237596678959593,0.09734490579333568,0.4053621715752307,3.1964688609916876,1.0406777096494388,0.6781611368121727,-1.7787403847059526,6.04248046875e-05,0.5758725135807413,False,True,True,False
pt002,MR1,007_to_006_warp.nii.gz,0.9906265985114742,1.4357119870335104,9.037984176031582,0.001101491857167272,0.08584388055073557,0.2992304042213686,3.1683350042481297,1.0427717433648018,0.6657131915238241,-0.8658289963203952,3.2958984375e-05,0.5403210071267892,False,True,True,False
pt002,MR1,008_to_007_warp.nii.gz,1.0407702414537507,1.4191753941304173,9.73378086238523,0.0009043000515415301,0.09260829559970427,0.36338084533053183,3.172198039737767,1.0411037047444742,0.6652321964440365,-1.535256091513231,4.33349609375e-05,0.5481231820638454,False,True,True,False
pt002,MR1,009_to_008_warp.nii.gz,1.0026423677827367,1.426838676596201,8.85931513420888,0.0016686181213264992,0.09345045948181069,0.32662549293680987,3.173362765525437,1.042443559168721,0.6637663339934279,-0.4751675978692398,3.5400390625e-05,0.5423601083605689,False,True,True,False
pt002,MR1,010_to_009_warp.nii.gz,0.9782151732065425,1.4300138003380536,8.095945510883881,0.0008742661489285585,0.08603486903016411,0.290729252735919,3.1603629072571704,1.0427006662429028,0.6591796811710392,-0.46700492255174225,3.11279296875e-05,0.5242639941161934,False,True,True,False
pt002,MR1,011_to_010_warp.nii.gz,0.9857411166921881,1.423654928320045,7.121304590432979,0.0017782042002472721,0.08759757693914222,0.3138450394839748,3.1681719360091467,1.0428212739713565,0.6572860473970253,-0.706516354287188,1.64794921875e-05,0.5170886175105616,False,True,True,False
pt002,MR1,012_to_011_warp.nii.gz,1.1437137469957543,1.4226606557013695,7.5810217429976126,0.0010089815985877939,0.10083901948888706,0.45658083744359157,3.228348121772978,1.04241081212727,0.687321626762875,-0.25706263631407367,2.44140625e-05,0.575370925514859,False,True,True,False
pt002,MR1,013_to_012_warp.nii.gz,0.9967089164358235,1.4112629314108078,6.713485220534684,0.0013431032921865673,0.09545658227389453,0.34688655754585795,3.1609218873470804,1.041865173215161,0.6521951153802992,-0.9992790618894143,2.9296875e-05,0.5187974554676766,False,True,True,False
pt002,MR1,014_to_013_warp.nii.gz,1.0862140681764096,1.4048416143502302,7.170820256077076,0.0011578340764087727,0.098106987878655,0.4147262746117,3.1561992859149366,1.039239668064261,0.662514810585337,-0.38299242476554585,3.72314453125e-05,0.5339994172387764,False,True,True,False
pt002,MR1,015_to_014_warp.nii.gz,1.0053323813235187,1.4108889137806913,6.984499491812531,0.0013383991356068852,0.09067703892485669,0.3509286862330778,3.1691552427162413,1.0427140036209563,0.6495630978678911,-0.04085431343503108,1.03759765625e-05,0.5017235736253418,False,True,True,False
pt002,MR1,016_to_015_warp.nii.gz,1.0626021834187167,1.4035175967656544,7.207061065844742,0.001211947668318145,0.09874824057525115,0.41051298841509387,3.157304119862497,1.0403736403940775,0.6617080082158433,-0.16634328632021256,2.62451171875e-05,0.5359465595711481,False,True,True,False
pt002,MR1,017_to_016_warp.nii.gz,0.9808357632981408,1.415182134988481,7.348771343842942,0.0014446699285045118,0.09166443830682106,0.31786817397304123,3.1517303085593333,1.0426132679450486,0.6523506526010346,-0.5556465661587254,2.685546875e-05,0.5107402327747368,False,True,True,False
pt002,MR1,018_to_017_warp.nii.gz,0.9868610027919945,1.4157142111713914,8.482020367881978,0.0011598090073594222,0.09305580384693266,0.3194052969148891,3.1438921250949416,1.042689555430931,0.6535158823969526,-0.39678230949161053,1.953125e-05,0.5194450604328767,False,True,True,False
