4.273934254565618929e+00,5.448914554080606365e+01
4.316250435303891742e+00,5.316288877174486771e+01
4.358566616042165442e+00,5.189413907126084524e+01
4.400882796780439143e+00,5.055709972684142883e+01
4.443198977518711956e+00,4.921287199884986308e+01
4.485515158256985657e+00,4.785067331192792750e+01
4.527831338995259358e+00,4.657713135572913643e+01
4.570147519733533059e+00,4.530358939953035957e+01
4.612463700471805872e+00,4.414745770834331751e+01
4.654779881210079573e+00,4.297095893036852488e+01
4.697096061948353274e+00,4.179206402453635150e+01
4.739412242686626087e+00,4.058082139262950960e+01
4.781728423424899788e+00,3.937197488858005556e+01
4.824044604163173489e+00,3.817990127953227386e+01
4.866360784901447190e+00,3.704174054727560161e+01
4.908676965639720002e+00,3.590837207073369797e+01
4.950993146377993703e+00,3.480854938419513900e+01
4.993309327116267404e+00,3.363205060622034637e+01
5.035625507854541105e+00,3.250347438539320422e+01
5.077941688592813918e+00,3.138687880385297291e+01
5.120257869331087619e+00,3.028945224517180534e+01
5.162574050069361320e+00,2.928068241721378229e+01
5.204890230807634133e+00,2.831264676283126747e+01
5.247206411545907834e+00,2.726553888915512758e+01
5.289522592284181535e+00,2.628791872334307911e+01
5.331838773022455236e+00,2.531149662145972101e+01
5.374154953760728048e+00,2.438179901279532302e+01
5.416471134499001749e+00,2.346767623520391055e+01
5.458787315237275450e+00,2.256074184118464387e+01
5.501103495975548263e+00,2.169454162074088188e+01
5.543419676713821964e+00,2.087506589351608000e+01
5.585735857452095665e+00,2.010351272343892504e+01
5.628052038190369366e+00,1.935472276800690139e+01
5.670368218928642179e+00,1.870297599079886908e+01
5.712684399666915880e+00,1.806440791680644153e+01
5.755000580405189581e+00,1.746178176067475007e+01
5.797316761143462394e+00,1.688191881918818993e+01
5.839632941881736095e+00,1.631643264484592848e+01
5.881949122620009796e+00,1.570542004121339907e+01
5.924265303358283496e+00,1.516988546508841651e+01
5.966581484096556309e+00,1.465471797575118629e+01
6.008897664834830010e+00,1.421383044999281253e+01
6.051213845573103711e+00,1.375017970958930213e+01
6.093530026311377412e+00,1.330330186418747296e+01
6.135846207049650225e+00,1.286720659414386247e+01
6.178162387787923926e+00,1.238199070302391291e+01
6.220478568526197627e+00,1.192433028226386149e+01
6.262794749264470440e+00,1.145229309435951492e+01
6.305110930002744141e+00,1.100182105717161107e+01
6.347427110741017842e+00,1.061724253606172397e+01
6.389743291479291543e+00,1.024344659031005911e+01
6.432059472217564355e+00,9.828916470982891340e+00
6.474375652955838056e+00,9.403603776297503103e+00
6.516691833694111757e+00,9.042986533761441237e+00
6.559008014432384570e+00,8.683567355154069745e+00
6.601324195170658271e+00,8.316959792974552457e+00
6.643640375908931972e+00,7.919202568649062357e+00
6.685956556647205673e+00,7.571764029328605261e+00
6.728272737385478486e+00,7.195571955719556989e+00
6.770588918123752187e+00,6.810993434609670771e+00
6.812905098862025888e+00,6.462356831360521525e+00
6.855221279600298701e+00,6.090957013466239189e+00
6.897537460338572401e+00,5.744716538074471579e+00
6.939853641076846102e+00,5.360138016964585361e+00
6.982169821815119803e+00,4.998322710499832233e+00
7.024486002553392616e+00,4.630517084391622795e+00
7.066802183291666317e+00,4.265107586140795881e+00
7.109118364029940018e+00,3.942828389322853955e+00
7.151434544768212831e+00,3.630133703934442124e+00
7.193750725506486532e+00,3.356975128192840607e+00
7.236066906244760233e+00,3.077826232807782780e+00
7.278383086983033934e+00,2.821440552067858487e+00
7.320699267721306747e+00,2.548281976326256970e+00
7.363015448459580448e+00,2.313461446302774505e+00
7.405331629197854149e+00,2.088225427708822579e+00
7.447647809936126961e+00,1.858197153400105384e+00
7.489963990674400662e+00,1.647337901950448158e+00
7.532280171412674363e+00,1.450855417645085632e+00
7.574596352150948064e+00,1.250778741553649320e+00
7.616912532889220877e+00,1.079455599750802630e+00
7.659228713627494578e+00,9.165189054487947740e-01
7.701544894365768279e+00,7.715531700771552925e-01
7.743861075104041980e+00,6.421622657785018840e-01
7.786177255842314793e+00,5.463171514832031450e-01
7.828493436580588494e+00,4.432836536157569451e-01
7.870809617318862195e+00,3.474385393204581507e-01
7.913125798057135007e+00,2.503953610964680943e-01
7.955441978795408708e+00,1.916902285905976167e-01
7.997758159533682409e+00,1.449657353716394259e-01
8.040074340271955222e+00,1.162122010830498042e-01
8.082390521010228923e+00,9.105285858053385750e-02
8.124706701748502624e+00,7.068577179278286160e-02
8.167022882486776325e+00,5.391287679110557535e-02
8.209339063225050026e+00,4.193223750419321910e-02
8.251655243963323727e+00,2.995159821728087327e-02
8.293971424701595652e+00,1.916902285905975820e-02
8.336287605439869353e+00,1.078257535822111507e-02
8.378603786178143054e+00,4.792255714764939549e-03
8.420919966916416755e+00,1.198063928691234887e-03
