threshold,pt002_MR1,pt002_MR2,pt002_MR3,pt022_MR1,pt022_MR2,pt022_MR3
0.024098195757773253,99.99993896484375,99.99993896484375,99.99993896484375,99.99993896484375,99.99993896484375,99.99993896484375
0.03599439099265049,99.98016357421875,99.98333740234375,99.98468017578125,99.99127197265625,99.97967529296875,99.99053955078125
0.04789058622752773,99.82952880859375,99.740234375,99.76873779296875,99.851318359375,99.6947021484375,99.8055419921875
0.05978678146240497,99.38140869140625,99.00299072265625,99.0458984375,99.3057861328125,98.6639404296875,99.0858154296875
0.07168297669728221,98.5399169921875,97.60308837890625,97.61553955078125,98.165283203125,96.69635009765625,97.6400146484375
0.08357917193215945,97.2767333984375,95.4947509765625,95.463623046875,96.4295654296875,93.935302734375,95.4871826171875
0.09547536716703668,95.63671875,92.77752685546875,92.62158203125,94.309814453125,90.7412109375,92.832275390625
0.10737156240191392,93.719482421875,89.7086181640625,89.25775146484375,92.03143310546875,87.4334716796875,89.94842529296875
0.11926775763679116,91.612060546875,86.4053955078125,85.54913330078125,89.7359619140625,84.2296142578125,87.0181884765625
0.1311639528716684,89.41595458984375,83.02081298828125,81.63519287109375,87.53271484375,81.25396728515625,84.214111328125
0.14306014810654566,87.16448974609375,79.6168212890625,77.63848876953125,85.48388671875,78.56488037109375,81.5413818359375
0.1549563433414229,84.92822265625,76.28912353515625,73.6505126953125,83.596435546875,76.0887451171875,79.07122802734375
0.1668525385763001,82.6983642578125,73.0439453125,69.74591064453125,81.86480712890625,73.8731689453125,76.762451171875
0.17874873381117737,80.51513671875,69.9150390625,65.9503173828125,80.29559326171875,71.85382080078125,74.61346435546875
0.1906449290460546,78.35736083984375,66.90863037109375,62.3330078125,78.85198974609375,69.9962158203125,72.57843017578125
0.20254112428093185,76.24859619140625,64.02520751953125,58.93218994140626,77.503662109375,68.29681396484375,70.68536376953125
0.21443731951580908,74.1898193359375,61.28387451171875,55.68164062499999,76.271484375,66.70306396484375,68.8848876953125
0.2263335147506863,72.18609619140625,58.6912841796875,52.62426757812499,75.14654541015625,65.1912841796875,67.16632080078125
0.23822970998556356,70.2762451171875,56.22601318359375,49.7796630859375,74.09033203125,63.76751708984375,65.48370361328125
0.2501259052204408,68.39202880859375,53.89227294921874,47.1265869140625,73.11090087890625,62.4267578125,63.83294677734375
0.26202210045531804,66.56097412109375,51.70056152343751,44.664306640625,72.2052001953125,61.1328125,62.21130371093751
0.27391829569019527,64.77130126953125,49.618896484375,42.3704833984375,71.33819580078125,59.904541015625,60.6263427734375
0.28581449092507255,63.06292724609375,47.64703369140625,40.28826904296875,70.516357421875,58.72003173828125,59.08306884765625
0.2977106861599498,61.40338134765625,45.77203369140625,38.37890625,69.7337646484375,57.58648681640624,57.5780029296875
0.309606881394827,59.8067626953125,43.98944091796875,36.644775390625,68.96978759765625,56.47528076171875,56.10845947265625
0.32150307662970423,58.24981689453125,42.30718994140625,35.06878662109375,68.25518798828125,55.40484619140626,54.69390869140624
0.3333992718645815,56.75537109374999,40.69049072265625,33.6329345703125,67.55645751953125,54.357421875,53.33935546875001
0.34529546709945874,55.30987548828124,39.14263916015625,32.33465576171875,66.8863525390625,53.34307861328125,52.04608154296875
0.35719166233433597,53.927734375,37.665283203125,31.1690673828125,66.22467041015625,52.34619140625,50.81756591796876
0.3690878575692132,52.6112060546875,36.24749755859375,30.10736083984375,65.58526611328125,51.373779296875,49.66729736328125
0.3809840528040905,51.35675048828126,34.87664794921875,29.158874511718754,64.94970703125,50.42431640625,48.5540771484375
0.3928802480389677,50.154052734375,33.56402587890625,28.302124023437504,64.3272705078125,49.52838134765625,47.5101318359375
0.40477644327384493,49.0089111328125,32.32598876953125,27.5308837890625,63.71990966796876,48.62835693359375,46.5291748046875
0.41667263850872216,47.8994140625,31.15924072265625,26.82159423828125,63.11907958984375,47.76416015625,45.587158203125
0.4285688337435994,46.86279296875,30.05572509765625,26.198486328124996,62.51416015625,46.93792724609375,44.6925048828125
0.44046502897847667,45.85552978515625,29.030700683593754,25.63934326171875,61.9080810546875,46.1533203125,43.8218994140625
0.4523612242133539,44.9188232421875,28.0853271484375,25.135498046875,61.31201171875,45.39642333984375,42.989990234375
0.4642574194482311,44.01446533203125,27.220275878906254,24.6826171875,60.71850585937501,44.65606689453125,42.180419921875
0.47615361468310835,43.15521240234375,26.438293457031246,24.26837158203125,60.12939453125,43.95965576171875,41.40802001953125
0.48804980991798563,42.33148193359375,25.7413330078125,23.89495849609375,59.55273437500001,43.28076171875,40.66949462890625
0.49994600515286286,41.55059814453125,25.12554931640625,23.565673828125,58.9788818359375,42.63409423828125,39.94598388671875
0.5118422003877401,40.78057861328125,24.56817626953125,23.26422119140625,58.40557861328125,42.00640869140625,39.24151611328125
0.5237383956226173,40.0517578125,24.074951171875,22.99481201171875,57.83569335937499,41.41314697265625,38.560302734375
0.5356345908574945,39.34991455078125,23.6231689453125,22.7607421875,57.26318359375,40.83184814453125,37.890380859375
