Patient,Session,File,Motion Mean,Motion Std,Motion Max,Motion Min,Motion P10,Motion P50,Motion P90,Jacobian Mean,Jacobian Std,Jacobian Min,Jacobian % Negative,Harmonic Energy,QA_JAC0,QA_JAC2,QA_HE,QA_Passed
pt002,MR1,002_to_001_warp.nii.gz,0.9345232363142485,1.14246019415917,7.506777721972886,0.0019193873471571841,0.13341687960208223,0.40005052321875456,2.873308239628314,1.0402555875690327,0.5416960162490588,-0.6534042898109997,3.96728515625e-05,0.393780944892641,False,True,True,False
pt002,MR1,003_to_002_warp.nii.gz,0.8847624649150024,1.1446634217188956,8.540460040017729,0.0013607996873594727,0.1203879138503494,0.34205891385178167,2.864738225710499,1.0400131567754576,0.5264954436653572,-0.23878637156495858,5.126953125e-05,0.3637268179763187,False,True,True,False
pt002,MR1,004_to_003_warp.nii.gz,1.0437540805088552,1.1751007124779909,8.414868413755418,0.002263824688343895,0.13881033200086731,0.4668858367318841,2.9165358075456185,1.0404165702077497,0.5666294700606049,-0.8072963347193505,7.32421875e-05,0.4267953798981364,False,True,True,False
pt002,MR1,005_to_004_warp.nii.gz,0.9210371304485939,1.1548954012166666,8.890131168866672,0.0013421527398323366,0.12749579223895716,0.36917538137850947,2.8796892377168715,1.04038314111159,0.5387015395262171,-1.3103109266473132,9.1552734375e-05,0.4004707665996077,False,True,True,False
pt002,MR1,006_to_005_warp.nii.gz,0.9749786305642232,1.167302763444767,8.782274223565919,0.002601741352157467,0.13129075482362576,0.4072481891048144,2.898157396647297,1.040381215465246,0.5542326992560235,-0.3789584793815626,9.8876953125e-05,0.42186179639679705,False,True,True,False
pt002,MR1,007_to_006_warp.nii.gz,0.8931703934295666,1.1582814243945891,9.381762026279759,0.0021430815994731,0.12091206608453497,0.34068642397491694,2.8765497870708043,1.0401912702753529,0.538499960189733,-0.5780891674122355,4.57763671875e-05,0.37826517029537177,False,True,True,False
pt002,MR1,008_to_007_warp.nii.gz,0.9257461651139018,1.1448217957804994,9.958152886011868,0.001037623562850032,0.1265974079985935,0.37720544686358165,2.8700874171762845,1.0399646855438602,0.5309864290848981,-0.8299627570175531,5.9814453125e-05,0.38328961016867763,False,True,True,False
pt002,MR1,009_to_008_warp.nii.gz,0.8913617795709078,1.142510975377337,10.026425228689815,0.0024142364794022546,0.12611705180570762,0.35230220103335663,2.8638586888528668,1.0405211052386583,0.5180928482027726,-1.3079786468481012,7.32421875e-05,0.36922942075311593,False,True,True,False
pt002,MR1,010_to_009_warp.nii.gz,0.8733061769994073,1.1390574243682368,8.28370843608309,0.0010984515308144391,0.12115034871862544,0.3331006273732054,2.859743412723675,1.0403131281706453,0.5180757380908795,-0.3548399672732016,2.9296875e-05,0.3545780544236025,False,True,True,False
pt002,MR1,011_to_010_warp.nii.gz,0.8798698187573146,1.133837380590997,7.370447416376883,0.001275630912204606,0.12206587240655467,0.346679932020628,2.8543289393349354,1.0404250636394006,0.5114521967291648,-0.4472000329521765,1.46484375e-05,0.34537967469326714,False,True,True,False
pt002,MR1,012_to_011_warp.nii.gz,1.0523442758227854,1.1787426618017138,7.650192112736962,0.0007653726460778694,0.13858785012784786,0.47205482046139935,2.920499160149192,1.039941670519711,0.5703599756619472,-0.8244744209826873,3.96728515625e-05,0.4300640400745629,False,True,True,False
pt002,MR1,013_to_012_warp.nii.gz,0.8869385449753697,1.1265579712273797,8.221474790614414,0.0021150229571576633,0.12982682746908886,0.3694887746454343,2.8514428425665637,1.0406275461055894,0.5082183556753609,-1.1471715658594017,5.2490234375e-05,0.34955309767610365,False,True,True,False
